caminho,classe,origem_dataset,origem_pasta,categoria_original,imagem_original,split_roboflow_original,bbox_w,bbox_h,crop_w,crop_h
dataset\_work\crops\lettuce_v1i\anomala\23_jpg.rf.9d6b8e16077c8093f6fc0224d8db7f70__ann10718.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Downy_mildew_on_lettuce,23_jpg.rf.9d6b8e16077c8093f6fc0224d8db7f70.jpg,train,121,97,131,105
dataset\_work\crops\lettuce_v1i\saudavel\124_JPG_jpg.rf.9d627e9707208e566d8dfd7a51095ddc__ann10719.jpg,saudavel,lettuce_v1i,Lettuce.v1i.coco (1),normal,124_JPG_jpg.rf.9d627e9707208e566d8dfd7a51095ddc.jpg,train,182,256,196,256
dataset\_work\crops\lettuce_v1i\saudavel\163_JPG_jpg.rf.9d7db20942f950c4eba4f8db635a8575__ann10720.jpg,saudavel,lettuce_v1i,Lettuce.v1i.coco (1),normal,163_JPG_jpg.rf.9d7db20942f950c4eba4f8db635a8575.jpg,train,238,121,256,130
dataset\_work\crops\lettuce_v1i\anomala\bacterialleafspot3_600px_jpg.rf.9d6c553cf1d38dadc88c393fb8a4573d__ann10721.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Septoria_Blight_on_lettuce,bacterialleafspot3_600px_jpg.rf.9d6c553cf1d38dadc88c393fb8a4573d.jpg,train,18,127,19,148
dataset\_work\crops\lettuce_v1i\anomala\bacterialleafspot3_600px_jpg.rf.9d6c553cf1d38dadc88c393fb8a4573d__ann10722.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Septoria_Blight_on_lettuce,bacterialleafspot3_600px_jpg.rf.9d6c553cf1d38dadc88c393fb8a4573d.jpg,train,88,73,102,78
dataset\_work\crops\lettuce_v1i\saudavel\N8851GDJPCPX_jpg.rf.9d7b79b802b96cdcf8b9e4a184a93b87__ann10723.jpg,saudavel,lettuce_v1i,Lettuce.v1i.coco (1),normal,N8851GDJPCPX_jpg.rf.9d7b79b802b96cdcf8b9e4a184a93b87.jpg,train,256,256,256,256
dataset\_work\crops\lettuce_v1i\saudavel\fresh_230616_161648_jpg.rf.9d813ea6aa8351ef806ac78e67e4e9ef__ann10724.jpg,saudavel,lettuce_v1i,Lettuce.v1i.coco (1),normal,fresh_230616_161648_jpg.rf.9d813ea6aa8351ef806ac78e67e4e9ef.jpg,train,118,231,127,254
dataset\_work\crops\lettuce_v1i\anomala\ba8_jpg.rf.9d7bb9413b25bfe46df4389e53d821cc__ann10725.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Bacterial,ba8_jpg.rf.9d7bb9413b25bfe46df4389e53d821cc.jpg,train,83,104,89,113
dataset\_work\crops\lettuce_v1i\anomala\images-24-_jpg.rf.9d768c22f88bd65e6409662a6068f8c3__ann10726.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Downy_mildew_on_lettuce,images-24-_jpg.rf.9d768c22f88bd65e6409662a6068f8c3.jpg,train,167,205,181,222
dataset\_work\crops\lettuce_v1i\saudavel\Y3ARO6JCELP7_jpg.rf.9d97304790fc9b00aafe5818d1321431__ann10727.jpg,saudavel,lettuce_v1i,Lettuce.v1i.coco (1),normal,Y3ARO6JCELP7_jpg.rf.9d97304790fc9b00aafe5818d1321431.jpg,train,256,172,256,185
dataset\_work\crops\lettuce_v1i\anomala\images-24-_jpg.rf.9d74f79a8affdf94e68efeb8e520145b__ann10728.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Downy_mildew_on_lettuce,images-24-_jpg.rf.9d74f79a8affdf94e68efeb8e520145b.jpg,train,229,256,247,256
dataset\_work\crops\lettuce_v1i\anomala\images-9-_jpg.rf.9d82587e56a7701bb03ea506c71562ee__ann10729.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Septoria_Blight_on_lettuce,images-9-_jpg.rf.9d82587e56a7701bb03ea506c71562ee.jpg,train,256,239,256,256
dataset\_work\crops\lettuce_v1i\anomala\images-9-_jpg.rf.9d5018a80516ad7fb5dbd288e590b139__ann10730.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Septoria_Blight_on_lettuce,images-9-_jpg.rf.9d5018a80516ad7fb5dbd288e590b139.jpg,train,245,256,256,256
dataset\_work\crops\lettuce_v1i\anomala\images-15-_jpg.rf.9d9dec87a6ff0f769fc4eb3215e0ca8c__ann10731.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Septoria_Blight_on_lettuce,images-15-_jpg.rf.9d9dec87a6ff0f769fc4eb3215e0ca8c.jpg,train,117,109,136,117
dataset\_work\crops\lettuce_v1i\anomala\images-16-_jpg.rf.9d67bcdad6a04cde777c458c5130c01a__ann10732.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Septoria_Blight_on_lettuce,images-16-_jpg.rf.9d67bcdad6a04cde777c458c5130c01a.jpg,train,162,174,174,187
dataset\_work\crops\lettuce_v1i\anomala\22_jpg.rf.9d936c8b5142122e76b99250cd30f024__ann10733.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Downy_mildew_on_lettuce,22_jpg.rf.9d936c8b5142122e76b99250cd30f024.jpg,train,142,256,153,256
dataset\_work\crops\lettuce_v1i\anomala\images-8-_jpg.rf.9d8850c84c58f4526424301db00100c7__ann10734.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Septoria_Blight_on_lettuce,images-8-_jpg.rf.9d8850c84c58f4526424301db00100c7.jpg,train,256,256,256,256
dataset\_work\crops\lettuce_v1i\anomala\ba12_jpg.rf.9d859130774b892ad725efecdf733689__ann10735.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Bacterial,ba12_jpg.rf.9d859130774b892ad725efecdf733689.jpg,train,231,256,249,256
dataset\_work\crops\lettuce_v1i\anomala\images-1-_jpg.rf.9d0baf450f9807f06376c14ebe724755__ann10736.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Septoria_Blight_on_lettuce,images-1-_jpg.rf.9d0baf450f9807f06376c14ebe724755.jpg,train,121,244,131,256
dataset\_work\crops\lettuce_v1i\anomala\images-1-_jpg.rf.9d0baf450f9807f06376c14ebe724755__ann10737.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Septoria_Blight_on_lettuce,images-1-_jpg.rf.9d0baf450f9807f06376c14ebe724755.jpg,train,134,66,155,72
dataset\_work\crops\lettuce_v1i\anomala\ba9_jpg.rf.9d9c5d163fac3abc7bee5342864ce540__ann10738.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Bacterial,ba9_jpg.rf.9d9c5d163fac3abc7bee5342864ce540.jpg,train,227,251,246,256
dataset\_work\crops\lettuce_v1i\saudavel\124_JPG_jpg.rf.9da99fd744e115178a93f0371e2eda99__ann10739.jpg,saudavel,lettuce_v1i,Lettuce.v1i.coco (1),normal,124_JPG_jpg.rf.9da99fd744e115178a93f0371e2eda99.jpg,train,196,236,212,255
dataset\_work\crops\lettuce_v1i\anomala\septoria3_600px_jpg.rf.9d8bb611372a1ff01d3df361b9bc4105__ann10740.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Septoria_Blight_on_lettuce,septoria3_600px_jpg.rf.9d8bb611372a1ff01d3df361b9bc4105.jpg,train,196,177,211,192
dataset\_work\crops\lettuce_v1i\anomala\soft-rot-1-1-_jpg.rf.9d9510da3edbc84afb6951f40078df43__ann10741.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Bacterial,soft-rot-1-1-_jpg.rf.9d9510da3edbc84afb6951f40078df43.jpg,train,254,209,256,226
dataset\_work\crops\lettuce_v1i\anomala\s19_jpg.rf.9da97bd590791885c92eddd1d40c8f32__ann10742.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Septoria_Blight_on_lettuce,s19_jpg.rf.9da97bd590791885c92eddd1d40c8f32.jpg,train,205,196,229,212
dataset\_work\crops\lettuce_v1i\saudavel\KEKRJ1GML808_jpg.rf.9d9e30b6d563dc325843c4358080e710__ann10743.jpg,saudavel,lettuce_v1i,Lettuce.v1i.coco (1),normal,KEKRJ1GML808_jpg.rf.9d9e30b6d563dc325843c4358080e710.jpg,train,256,256,256,256
dataset\_work\crops\lettuce_v1i\anomala\04_jpg.rf.9db5700df3915aa92216465fa3545190__ann10744.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Downy_mildew_on_lettuce,04_jpg.rf.9db5700df3915aa92216465fa3545190.jpg,train,22,243,23,256
dataset\_work\crops\lettuce_v1i\anomala\ba5_jpg.rf.9d9e176d957a946c38104808c0c59274__ann10745.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Bacterial,ba5_jpg.rf.9d9e176d957a946c38104808c0c59274.jpg,train,185,112,204,121
dataset\_work\crops\lettuce_v1i\anomala\ba13_jpg.rf.9db3bd1fd41f6b330bd1d514f143e855__ann10746.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Bacterial,ba13_jpg.rf.9db3bd1fd41f6b330bd1d514f143e855.jpg,train,193,54,219,59
dataset\_work\crops\lettuce_v1i\saudavel\7PJGI0XNNVUZ_jpg.rf.9d898d5209ed8d0adf3e73240c96fcc2__ann10747.jpg,saudavel,lettuce_v1i,Lettuce.v1i.coco (1),normal,7PJGI0XNNVUZ_jpg.rf.9d898d5209ed8d0adf3e73240c96fcc2.jpg,train,198,166,213,180
dataset\_work\crops\lettuce_v1i\anomala\22_jpg.rf.9db604f34697899b62caae3b1885c0a8__ann10748.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Downy_mildew_on_lettuce,22_jpg.rf.9db604f34697899b62caae3b1885c0a8.jpg,train,209,252,226,256
dataset\_work\crops\lettuce_v1i\anomala\images-11-_jpg.rf.9d8ee5ddfbbe635abc238c66abf5e962__ann10749.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Downy_mildew_on_lettuce,images-11-_jpg.rf.9d8ee5ddfbbe635abc238c66abf5e962.jpg,train,228,247,246,256
dataset\_work\crops\lettuce_v1i\anomala\images-37-_jpg.rf.9dc7c48a310e472b4483b4ad730d5dc1__ann10750.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Downy_mildew_on_lettuce,images-37-_jpg.rf.9dc7c48a310e472b4483b4ad730d5dc1.jpg,train,193.5,193,208,209
dataset\_work\crops\lettuce_v1i\anomala\images-23-_jpg.rf.9dc0d476fc5d22f8b6770727fd2859e1__ann10751.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Downy_mildew_on_lettuce,images-23-_jpg.rf.9dc0d476fc5d22f8b6770727fd2859e1.jpg,train,18,175,19,203
dataset\_work\crops\lettuce_v1i\anomala\images-23-_jpg.rf.9dc0d476fc5d22f8b6770727fd2859e1__ann10752.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Downy_mildew_on_lettuce,images-23-_jpg.rf.9dc0d476fc5d22f8b6770727fd2859e1.jpg,train,125.5,150.5,146,175
dataset\_work\crops\lettuce_v1i\saudavel\BPDFGQ3SFLGY_jpg.rf.9dc1c36011f4775294771887297a412d__ann10753.jpg,saudavel,lettuce_v1i,Lettuce.v1i.coco (1),normal,BPDFGQ3SFLGY_jpg.rf.9dc1c36011f4775294771887297a412d.jpg,train,187,208,201,224
dataset\_work\crops\lettuce_v1i\anomala\lettuce-botrytis_jpg.rf.9d6ee69229649e90e932c1138612bb22__ann10754.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Bacterial,lettuce-botrytis_jpg.rf.9d6ee69229649e90e932c1138612bb22.jpg,train,116,37,135,39
dataset\_work\crops\lettuce_v1i\anomala\istockphoto-459957419-1024x1024_jpg.rf.9dc1246e19b3998699ab9abc579ef1e2__ann10755.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Bacterial,istockphoto-459957419-1024x1024_jpg.rf.9dc1246e19b3998699ab9abc579ef1e2.jpg,train,131,58,141,62
dataset\_work\crops\lettuce_v1i\anomala\istockphoto-459957419-1024x1024_jpg.rf.9dc1246e19b3998699ab9abc579ef1e2__ann10756.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Bacterial,istockphoto-459957419-1024x1024_jpg.rf.9dc1246e19b3998699ab9abc579ef1e2.jpg,train,37.5,151,40,176
dataset\_work\crops\lettuce_v1i\anomala\istockphoto-459957419-1024x1024_jpg.rf.9dba29ebe75a53dd8cdb0114980f76b1__ann10757.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Bacterial,istockphoto-459957419-1024x1024_jpg.rf.9dba29ebe75a53dd8cdb0114980f76b1.jpg,train,119,140,129,151
dataset\_work\crops\lettuce_v1i\anomala\27_jpg.rf.9dab2c692441d49b62e49100745ad416__ann10758.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Downy_mildew_on_lettuce,27_jpg.rf.9dab2c692441d49b62e49100745ad416.jpg,train,233.5,189.5,256,206
dataset\_work\crops\lettuce_v1i\anomala\03_jpg.rf.9dd3cc612dcf9fcddb3f9afe681356fa__ann10759.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Downy_mildew_on_lettuce,03_jpg.rf.9dd3cc612dcf9fcddb3f9afe681356fa.jpg,train,127,237,138,256
dataset\_work\crops\lettuce_v1i\anomala\s18_jpg.rf.9db205ebbb39aed64e4fd75682b97390__ann10760.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Septoria_Blight_on_lettuce,s18_jpg.rf.9db205ebbb39aed64e4fd75682b97390.jpg,train,256,256,256,256
dataset\_work\crops\lettuce_v1i\anomala\istockphoto-459957419-1024x1024_jpg.rf.9de172f6cd503f574bb8197f39c97d1e__ann10761.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Bacterial,istockphoto-459957419-1024x1024_jpg.rf.9de172f6cd503f574bb8197f39c97d1e.jpg,train,71,123,76,132
dataset\_work\crops\lettuce_v1i\anomala\istockphoto-459957419-1024x1024_jpg.rf.9de172f6cd503f574bb8197f39c97d1e__ann10762.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Bacterial,istockphoto-459957419-1024x1024_jpg.rf.9de172f6cd503f574bb8197f39c97d1e.jpg,train,154,48,179,51
dataset\_work\crops\lettuce_v1i\anomala\ba12_jpg.rf.9dc604dd6d1fda91314ebfa49ddbd840__ann10763.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Bacterial,ba12_jpg.rf.9dc604dd6d1fda91314ebfa49ddbd840.jpg,train,228,192,247,208
dataset\_work\crops\lettuce_v1i\anomala\images-11-_jpg.rf.9dec6b03c24ccb834b711160a52a286f__ann10764.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Septoria_Blight_on_lettuce,images-11-_jpg.rf.9dec6b03c24ccb834b711160a52a286f.jpg,train,212,52,228,56
dataset\_work\crops\lettuce_v1i\anomala\ba2_jpg.rf.9dd154df1e7b250c8f9f3ab57a000368__ann10765.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Bacterial,ba2_jpg.rf.9dd154df1e7b250c8f9f3ab57a000368.jpg,train,233,224,252,242
dataset\_work\crops\lettuce_v1i\anomala\-1-_jpg.rf.9dea4afc4a7a62e04ad98ab0ac968f7a__ann10766.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Septoria_Blight_on_lettuce,-1-_jpg.rf.9dea4afc4a7a62e04ad98ab0ac968f7a.jpg,train,84,77,97,83
dataset\_work\crops\lettuce_v1i\saudavel\172_JPG_jpg.rf.9ddf07be2c8e5bc1135db7958f3b68f7__ann10767.jpg,saudavel,lettuce_v1i,Lettuce.v1i.coco (1),normal,172_JPG_jpg.rf.9ddf07be2c8e5bc1135db7958f3b68f7.jpg,train,155,233,167,251
dataset\_work\crops\lettuce_v1i\anomala\22_jpg.rf.9db30b1eb73c51de14d3afb30f7be67a__ann10768.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Downy_mildew_on_lettuce,22_jpg.rf.9db30b1eb73c51de14d3afb30f7be67a.jpg,train,256,219,256,236
dataset\_work\crops\lettuce_v1i\anomala\ba5_jpg.rf.9de661c5fe67ea61b60fc133e24f3a79__ann10769.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Bacterial,ba5_jpg.rf.9de661c5fe67ea61b60fc133e24f3a79.jpg,train,220,144,237,155
dataset\_work\crops\lettuce_v1i\anomala\images-3-_jpg.rf.9dd5bb00a993916c748ce8cef0d2a53b__ann10770.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Downy_mildew_on_lettuce,images-3-_jpg.rf.9dd5bb00a993916c748ce8cef0d2a53b.jpg,train,234,143,252,155
dataset\_work\crops\lettuce_v1i\anomala\11101_jpg.rf.9de215a6089d027624a19012d6220996__ann10771.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Bacterial,11101_jpg.rf.9de215a6089d027624a19012d6220996.jpg,train,139,158,151,183
dataset\_work\crops\lettuce_v1i\anomala\11101_jpg.rf.9de215a6089d027624a19012d6220996__ann10772.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Bacterial,11101_jpg.rf.9de215a6089d027624a19012d6220996.jpg,train,141,80,164,86
dataset\_work\crops\lettuce_v1i\anomala\istockphoto-1202464683-1024x1024_jpg.rf.9de37bbfc7cb4a53a49aa3c3968ea776__ann10773.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Bacterial,istockphoto-1202464683-1024x1024_jpg.rf.9de37bbfc7cb4a53a49aa3c3968ea776.jpg,train,88,136,95,147
dataset\_work\crops\lettuce_v1i\anomala\-6-_jpg.rf.9e11b877efd4a56d6ba5dc147e9a8297__ann10774.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Downy_mildew_on_lettuce,-6-_jpg.rf.9e11b877efd4a56d6ba5dc147e9a8297.jpg,train,247,169.5,256,183
dataset\_work\crops\lettuce_v1i\anomala\11_jpg.rf.9e01a4c61415b4e6824394a63a95bf2e__ann10775.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Downy_mildew_on_lettuce,11_jpg.rf.9e01a4c61415b4e6824394a63a95bf2e.jpg,train,221,183,238,197
dataset\_work\crops\lettuce_v1i\anomala\images-31-_jpg.rf.9de09fb7bd59c9991412863403796544__ann10777.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Downy_mildew_on_lettuce,images-31-_jpg.rf.9de09fb7bd59c9991412863403796544.jpg,train,181.5,200,196,231
dataset\_work\crops\lettuce_v1i\anomala\ba14_jpg.rf.9dcf20b6bb7cbfeaced3c1f5c3177fe7__ann10778.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Bacterial,ba14_jpg.rf.9dcf20b6bb7cbfeaced3c1f5c3177fe7.jpg,train,156,111,168,120
dataset\_work\crops\lettuce_v1i\saudavel\11_JPG_jpg.rf.9df986c6964bbbc3e962bd6c12c6bb9b__ann10779.jpg,saudavel,lettuce_v1i,Lettuce.v1i.coco (1),normal,11_JPG_jpg.rf.9df986c6964bbbc3e962bd6c12c6bb9b.jpg,train,256,149.5,256,162
dataset\_work\crops\lettuce_v1i\anomala\images-11-_jpg.rf.9e22700f5ad3fdfaabd68b63de6ee7cc__ann10780.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Downy_mildew_on_lettuce,images-11-_jpg.rf.9e22700f5ad3fdfaabd68b63de6ee7cc.jpg,train,228,176,247,190
dataset\_work\crops\lettuce_v1i\anomala\s12_jpg.rf.9de66b2bbee8bb5d6725532a649bd6a0__ann10781.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Septoria_Blight_on_lettuce,s12_jpg.rf.9de66b2bbee8bb5d6725532a649bd6a0.jpg,train,256,256,256,256
dataset\_work\crops\lettuce_v1i\saudavel\ZHR3ROJFXVPK_jpg.rf.9e0eefa87d45416dcf460ec096817cb3__ann10782.jpg,saudavel,lettuce_v1i,Lettuce.v1i.coco (1),normal,ZHR3ROJFXVPK_jpg.rf.9e0eefa87d45416dcf460ec096817cb3.jpg,train,210,164,227,177
dataset\_work\crops\lettuce_v1i\saudavel\69_JPG_jpg.rf.9df28fc621c911d6772dd30166ab0f38__ann10783.jpg,saudavel,lettuce_v1i,Lettuce.v1i.coco (1),normal,69_JPG_jpg.rf.9df28fc621c911d6772dd30166ab0f38.jpg,train,256,252,256,256
dataset\_work\crops\lettuce_v1i\anomala\-10-_jpg.rf.9df82792d357b686ba94b9e753c50d5c__ann10784.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Downy_mildew_on_lettuce,-10-_jpg.rf.9df82792d357b686ba94b9e753c50d5c.jpg,train,173,93,196,101
dataset\_work\crops\lettuce_v1i\anomala\images-28-_jpg.rf.9dfc4e041ccee614edb5ed1add27f23f__ann10785.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Downy_mildew_on_lettuce,images-28-_jpg.rf.9dfc4e041ccee614edb5ed1add27f23f.jpg,train,163,113,176,122
dataset\_work\crops\lettuce_v1i\anomala\istockphoto-459957419-1024x1024_jpg.rf.9e121fa14517cbfddd2308c3eb9757ac__ann10786.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Bacterial,istockphoto-459957419-1024x1024_jpg.rf.9e121fa14517cbfddd2308c3eb9757ac.jpg,train,137,59,156,64
dataset\_work\crops\lettuce_v1i\anomala\istockphoto-459957419-1024x1024_jpg.rf.9e121fa14517cbfddd2308c3eb9757ac__ann10787.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Bacterial,istockphoto-459957419-1024x1024_jpg.rf.9e121fa14517cbfddd2308c3eb9757ac.jpg,train,45,155,48,180
dataset\_work\crops\lettuce_v1i\saudavel\BPDFGQ3SFLGY_jpg.rf.9deccec9a19fec7b5a2394827a777d1b__ann10788.jpg,saudavel,lettuce_v1i,Lettuce.v1i.coco (1),normal,BPDFGQ3SFLGY_jpg.rf.9deccec9a19fec7b5a2394827a777d1b.jpg,train,198,157,214,169
dataset\_work\crops\lettuce_v1i\saudavel\fresh_230616_161701_jpg.rf.9e48bb6d52582db248b0242abe684c09__ann10789.jpg,saudavel,lettuce_v1i,Lettuce.v1i.coco (1),normal,fresh_230616_161701_jpg.rf.9e48bb6d52582db248b0242abe684c09.jpg,train,212,212,228,229
dataset\_work\crops\lettuce_v1i\saudavel\fresh_230616_161701_jpg.rf.9e48bb6d52582db248b0242abe684c09__ann10790.jpg,saudavel,lettuce_v1i,Lettuce.v1i.coco (1),normal,fresh_230616_161701_jpg.rf.9e48bb6d52582db248b0242abe684c09.jpg,train,108,215,117,240
dataset\_work\crops\lettuce_v1i\anomala\27_jpg.rf.9e523b54ca0c3426e0be9de7e75db614__ann10791.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Downy_mildew_on_lettuce,27_jpg.rf.9e523b54ca0c3426e0be9de7e75db614.jpg,train,21.5,240,24,256
dataset\_work\crops\lettuce_v1i\anomala\27_jpg.rf.9e523b54ca0c3426e0be9de7e75db614__ann10792.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Downy_mildew_on_lettuce,27_jpg.rf.9e523b54ca0c3426e0be9de7e75db614.jpg,train,256,206,256,222
dataset\_work\crops\lettuce_v1i\anomala\ba8_jpg.rf.9e365ea30368bf38f4d3f4ce14eda1d8__ann10793.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Bacterial,ba8_jpg.rf.9e365ea30368bf38f4d3f4ce14eda1d8.jpg,train,95,131,102,141
dataset\_work\crops\lettuce_v1i\saudavel\154_JPG_jpg.rf.9e62f9d7472d6f6a274523f50a344467__ann10794.jpg,saudavel,lettuce_v1i,Lettuce.v1i.coco (1),normal,154_JPG_jpg.rf.9e62f9d7472d6f6a274523f50a344467.jpg,train,171,174,185,187
dataset\_work\crops\lettuce_v1i\anomala\ba18_jpg.rf.9e3e9e68435e439fac92f0a9fe600677__ann10795.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Bacterial,ba18_jpg.rf.9e3e9e68435e439fac92f0a9fe600677.jpg,train,127,233.5,137,253
dataset\_work\crops\lettuce_v1i\anomala\ba17_jpg.rf.9e423512bca0361c7584489a7ce87c0b__ann10796.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Septoria_Blight_on_lettuce,ba17_jpg.rf.9e423512bca0361c7584489a7ce87c0b.jpg,train,13.5,24,16,26
dataset\_work\crops\lettuce_v1i\anomala\-9-_jpg.rf.9e578dcae365f3cc534ce09e3a1ed8c1__ann10797.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Septoria_Blight_on_lettuce,-9-_jpg.rf.9e578dcae365f3cc534ce09e3a1ed8c1.jpg,train,184,217,198,234
dataset\_work\crops\lettuce_v1i\anomala\11101_jpg.rf.9e6264e8d3e441a177a61c2e5d3afe29__ann10798.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Bacterial,11101_jpg.rf.9e6264e8d3e441a177a61c2e5d3afe29.jpg,train,82.5,120,96,139
dataset\_work\crops\lettuce_v1i\anomala\11101_jpg.rf.9e6264e8d3e441a177a61c2e5d3afe29__ann10799.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Bacterial,11101_jpg.rf.9e6264e8d3e441a177a61c2e5d3afe29.jpg,train,83,96,96,103
dataset\_work\crops\lettuce_v1i\anomala\04_jpg.rf.9e3548acd3f0750337fc5cb29053fc4d__ann10800.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Downy_mildew_on_lettuce,04_jpg.rf.9e3548acd3f0750337fc5cb29053fc4d.jpg,train,235,94,254,102
dataset\_work\crops\lettuce_v1i\anomala\s02_jpg.rf.9e21533d942f3f9f1fc81f7a749dbe3c__ann10801.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Septoria_Blight_on_lettuce,s02_jpg.rf.9e21533d942f3f9f1fc81f7a749dbe3c.jpg,train,18,34,20,39
dataset\_work\crops\lettuce_v1i\anomala\s02_jpg.rf.9e21533d942f3f9f1fc81f7a749dbe3c__ann10802.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Septoria_Blight_on_lettuce,s02_jpg.rf.9e21533d942f3f9f1fc81f7a749dbe3c.jpg,train,254,246,256,256
dataset\_work\crops\lettuce_v1i\saudavel\fresh_230616_161659_jpg.rf.9e354fcb75cf4b5420015f5426f96c08__ann10803.jpg,saudavel,lettuce_v1i,Lettuce.v1i.coco (1),normal,fresh_230616_161659_jpg.rf.9e354fcb75cf4b5420015f5426f96c08.jpg,train,190,163,206,180
dataset\_work\crops\lettuce_v1i\saudavel\fresh_230616_161659_jpg.rf.9e354fcb75cf4b5420015f5426f96c08__ann10804.jpg,saudavel,lettuce_v1i,Lettuce.v1i.coco (1),normal,fresh_230616_161659_jpg.rf.9e354fcb75cf4b5420015f5426f96c08.jpg,train,210,105,227,114
dataset\_work\crops\lettuce_v1i\anomala\5485248_jpg.rf.9dead4b1f3915c5abfb6da26afebdce1__ann10805.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Septoria_Blight_on_lettuce,5485248_jpg.rf.9dead4b1f3915c5abfb6da26afebdce1.jpg,train,250,135,256,146
dataset\_work\crops\lettuce_v1i\saudavel\34_JPG_jpg.rf.9e16acad9498ad2b21d5b4e126ca4ae0__ann10806.jpg,saudavel,lettuce_v1i,Lettuce.v1i.coco (1),normal,34_JPG_jpg.rf.9e16acad9498ad2b21d5b4e126ca4ae0.jpg,train,146,182,157,197
dataset\_work\crops\lettuce_v1i\anomala\images-33-_jpg.rf.9dc37bc2e3307a462d20ce54ec64ce94__ann10807.jpg,anomala,lettuce_v1i,Lettuce.v1i.coco (1),Downy_mildew_on_lettuce,images-33-_jpg.rf.9dc37bc2e3307a462d20ce54ec64ce94.jpg,train,231,225,250,245
